set	band	rareflag	baseId	pos	rating	pac	sho	pas	dri	def	phy
imotm	5	7	158023	CF	97	95	95	91	98	50	75
imotm	4	7	176580	ST	92	86	95	83	95	61	84
imotm	4	7	183277	LM	92	93	93	93	94	53	67
imotm	4	7	121939	RB	92	84	63	90	86	88	73
imotm	4	7	9014	ST	92	94	93	88	95	53	65
imotm	5	7	9014	ST	91	93	91	86	94	52	64
imotm	4	7	41	CM	91	77	76	95	95	68	59
imotm	4	7	164240	CB	90	83	65	78	75	92	88
imotm	4	7	121944	CM	90	65	85	92	88	82	77
imotm	4	7	190871	LW	90	95	93	86	97	47	64
imotm	5	7	190871	LW	89	94	89	84	95	46	63
imotm	4	7	178603	CB	89	69	67	83	73	94	95
imotm	4	7	198710	CAM	89	85	92	95	94	62	75
imotm	4	7	189596	ST	89	86	93	90	89	58	82
imotm	6	7	190871	CAM	88	93	85	81	94	45	61
imotm	5	7	198710	CAM	88	84	90	94	93	61	74
imotm	5	7	178603	CB	88	68	66	81	72	92	93
imotm	4	7	167495	GK	88	91	88	91	93	55	88
imotm	4	7	165153	ST	87	86	88	79	86	48	79
imotm	5	7	189596	ST	87	84	88	85	85	56	79
imotm	5	7	167495	GK	87	88	85	91	90	55	85
imotm	4	7	167664	ST	87	81	91	70	82	48	80
imotm	4	7	192318	ST	87	84	83	86	93	53	65
imotm	4	7	182521	CM	87	60	87	92	88	67	61
imotm	4	7	182493	CB	86	69	57	72	62	89	88
imotm	4	7	148803	ST	86	73	87	67	76	51	86
imotm	5	7	182521	CM	86	59	86	91	87	66	60
imotm	4	7	170481	CB	86	57	68	75	71	91	90
imotm	4	7	142754	CDM	86	70	65	82	73	89	74
imotm	4	7	184941	ST	86	91	91	82	91	58	70
imotm	5	7	184941	ST	85	90	88	80	89	57	69
imotm	4	7	180930	ST	85	74	89	72	85	53	81
imotm	4	7	179846	CM	85	61	74	78	66	87	80
imotm	5	7	142754	CDM	85	69	63	78	70	87	72
imotm	4	7	195864	CM	85	79	86	88	90	82	88
imotm	4	7	193082	RM	84	95	78	85	91	65	62
imotm	4	7	170890	CM	84	81	72	83	81	87	82
imotm	5	7	195864	CM	84	78	85	87	89	81	86
imotm	4	7	16254	GK	84	89	86	77	90	50	88
imotm	4	7	173221	RM	83	86	79	84	86	67	62
imotm	4	7	155897	ST	83	75	88	80	85	55	86
imotm	4	7	196144	ST	83	83	79	68	80	60	88
imotm	4	7	172871	LB	83	73	70	77	74	84	84
imotm	4	7	48717	GK	83	87	80	67	90	39	90
imotm	4	7	179944	CB	83	78	71	76	73	82	82
imotm	4	7	176944	CM	82	72	75	80	78	82	87
imotm	4	7	176949	CAM	82	71	78	79	87	58	71
imotm	4	7	176571	LM	82	84	79	82	86	68	89
imotm	4	7	139968	GK	82	84	84	80	92	45	86
imotm	4	7	192985	CAM	82	82	83	84	84	55	57
imotm	4	7	140233	GK	81	88	74	76	90	47	80
imotm	4	7	193348	CAM	81	88	82	77	89	67	51
imotm	4	7	170597	GK	81	87	84	72	90	50	81
imotm	4	7	158543	ST	80	79	82	70	78	50	83
imotm	4	7	193041	GK	80	92	78	70	89	61	80
imotm	4	7	197853	RB	79	82	52	75	72	82	80
imotm	4	7	193352	LB	79	81	62	83	77	83	81
imotm	4	7	202556	LW	79	90	82	70	86	47	65
imotm	4	7	181458	RM	79	81	83	79	79	55	80
imotm	5	7	193041	GK	79	90	76	70	87	61	78
imotm	4	7	168585	CB	79	61	63	63	60	85	74
imotm	4	7	109416	ST	78	83	78	74	75	50	75
imotm	4	7	187457	CM	78	74	71	82	79	75	73
imotm	4	7	198176	CB	78	67	47	70	68	82	75
imotm	4	7	190815	CB	77	68	52	80	77	80	73
imotm	4	7	26709	CB	77	59	66	74	68	80	80
imotm	4	7	137551	LW	77	87	75	76	79	47	79
imotm	4	7	184267	CAM	77	80	68	77	86	52	62
imotm	4	7	204713	ST	74	88	76	76	79	53	71
imotm	4	7	199042	CM	74	77	73	81	76	60	57
imotm	4	7	204082	CB	73	75	51	57	57	77	80
imotm	4	7	186817	CB	71	61	45	60	52	72	73
recordbreaker	7	6	11141	ST	90	90	93	78	94	62	99
